text1,text2,label
"How can I specify the mount path for a PVC in a Deployment?
","PV Settings

This will redirect you to the status page of your new PVC. You should see Bound in the Status field.

PV Status

Once the claim has been granted to the project a pod within that project can access that storage. To do this, edit the YAML of the pod and under the volume portion of the file add a name and the name of the claim. It will look similar to the following.

volumes:
  name: pvol
  persistentVolumeClaim:
    claimName: storage-1

Then all that is left to do is mount the storage into a container:

volumeMounts:
  - mountPath: /tmp/
    name: pvol",4.2237064581608985
"How can I check which packages are available in the Anaconda Distribution Repository?
","$ pip uninstall numpy

The traditional, and more basic, approach to installing/uninstalling packages into a conda environment is to use the commands conda install and conda remove. Installing packages with this method checks the Anaconda Distribution Repository for pre-built binary packages to install. Let's do this to install NumPy:

$ conda install numpy

Because NumPy depends on other packages for optimization, this will also install all of its dependencies. You have just installed an optimized version of NumPy, now let's test it.",4.144107623450831
"How can I check which packages are available in the Anaconda Distribution Repository?
","$ conda env list

# conda environments:
#
                      *  /ccs/proj/<YOUR_PROJECT_ID>/<YOUR_USER_ID>/envs/summit/py3711-summit
base                     /sw/summit/python/3.8/anaconda3/2020.07-rhel8

Next, let's install a package (NumPy). There are a few different approaches.",4.136911696908122
"How can I check which packages are available in the Anaconda Distribution Repository?
","One way to install packages into your conda environment is to build packages from source using pip. This approach is useful if a specific package or package version is not available in the conda repository, or if the pre-compiled binaries don't work on the HPC resources (which is common). However, building from source means you need to take care of some of the dependencies yourself, especially for optimization. Pip is available to use after installing Python into your conda environment, which you have already done.",4.1059484341247545
"What are the permissions for the Member Work area on Lustre Orion?
","3

Permissions on Member Work directories can be controlled to an extent by project members. By default, only the project member has any accesses, but accesses can be granted to other project members by setting group permissions accordingly on the Member Work directory. The parent directory of the Member Work directory prevents accesses by ""UNIX-others"" and cannot be changed (security measures).

4

Retention is not applicable as files will follow purge cycle.",4.290945183217983
"What are the permissions for the Member Work area on Lustre Orion?
","3

Permissions on Member Work directories can be controlled to an extent by project members. By default, only the project member has any accesses, but accesses can be granted to other project members by setting group permissions accordingly on the Member Work directory. The parent directory of the Member Work directory prevents accesses by ""UNIX-others"" and cannot be changed (security measures).

4

Retention is not applicable as files will follow purge cycle.",4.290945183217983
"What are the permissions for the Member Work area on Lustre Orion?
",| Area | Path | Type | Permissions | Quota | Backups | Purged | Retention | On Compute Nodes | | --- | --- | --- | --- | --- | --- | --- | --- | --- | | Member Work | /lustre/orion/[projid]/scratch/[userid] | Lustre HPE ClusterStor | 700 | 50 TB | No | 90 days | N/A | Yes | | Project Work | /lustre/orion/[[projid]/proj-shared | Lustre HPE ClusterStor | 770 | 50 TB | No | 90 days | N/A | Yes | | World Work | /lustre/orion/[[projid]/world-shared | Lustre HPE ClusterStor | 775 | 50 TB | No | 90 days | N/A | Yes |,4.273542772265773
"How do I load the TAU module?
","$ module show tau
---------------------------------------------------------------
   /sw/summit/modulefiles/core/tau/2.28.1:
---------------------------------------------------------------
whatis(""TAU 2.28.1 github "")
setenv(""TAU_DIR"",""/sw/summit/tau/tau2/ibm64linux"")
prepend_path(""PATH"",""/sw/summit/tau/tau2/ibm64linux/bin"")
help([[https://www.olcf.ornl.gov/software_package/tau
]])

The available Makefiles are named per-compiler and are located in:",4.2554270870077495
"How do I load the TAU module?
","TAU is a portable profiling and tracing toolkit that supports many programming languages. The instrumentation can be done by inserting in the source code using an automatic tool based on the Program Database Toolkit (PDT), on the compiler instrumentation, or manually using the instrumentation API.

Webpage: https://www.cs.uoregon.edu/research/tau/home.php",4.1769243273538725
"How do I load the TAU module?
","TAU is installed with Program Database Toolkit (PDT) on Summit. PDT is a framework for analyzing source code written in several programming languages. Moreover, Performance Application Programming Interface (PAPI) is supported. PAPI counters are used to assess the CPU performance. In this section, some approaches for profiling and tracing will be presented.

In most cases, we need to use wrappers to recompile the application:

For C: replace the compiler with the TAU wrapper tau_cc.sh

For C++: replace the compiler with the TAU wrapper tau_cxx.sh",4.162734429270524
"Is it necessary to map GPUs using Slurm if I'm already mapping them programmatically within my code?
","In general, GPU mapping can be accomplished in different ways. For example, an application might map GPUs to MPI ranks programmatically within the code using, say, hipSetDevice. In this case, there might not be a need to map GPUs using Slurm (since it can be done in the code itself). However, many applications expect only 1 GPU to be available to each rank. It is this latter case that the following examples refer to.",4.488583255049093
"Is it necessary to map GPUs using Slurm if I'm already mapping them programmatically within my code?
","In general, GPU mapping can be accomplished in different ways. For example, an application might map MPI ranks to GPUs programmatically within the code using, say, hipSetDevice. In this case, since all GPUs on a node are available to all MPI ranks on that node by default, there might not be a need to map to GPUs using Slurm (just do it in the code). However, in another application, there might be a reason to make only a subset of GPUs available to the MPI ranks on a node. It is this latter case that the following examples refer to.",4.470934997957436
"Is it necessary to map GPUs using Slurm if I'm already mapping them programmatically within my code?
","In general, GPU mapping can be accomplished in different ways. For example, an application might map MPI ranks to GPUs programmatically within the code using, say, hipSetDevice. In this case, since all GPUs on a node are available to all MPI ranks on that node by default, there might not be a need to map to GPUs using Slurm (just do it in the code). However, in another application, there might be a reason to make only a subset of GPUs available to the MPI ranks on a node. It is this latter case that the following examples refer to.",4.470934997957436
"What is the advantage of using a block volume instead of the default NFS volume for persistent storage?
","By design pods are ephemeral. They are meant to be something that can be killed with relatively little impact to the application. Since containers are ephemeral, we need a way to consume storage that is persistent and can hold data for our applications. One option that Kubernetes has for storing data is with Persistent Volumes. PersistentVolume objects are created by the cluster administrator and reference storage that is on a resilient storage platform such as NetApp. A user can request storage by creating a PersistentVolumeClaim which requests a desired size for a PersistentVolume. The",4.135666771991285
"What is the advantage of using a block volume instead of the default NFS volume for persistent storage?
","Due to Podman's lack of support for storage on GPFS and NFS, container images will be built on the login nodes using the node-local NVMe on the login node. This NVMe is mounted in /tmp/containers. Users should treat this storage as temporary. Any data (container image layers or otherwise) in this storage will be purged if the node is ever rebooted or when it gets full.  So any images created with Podman need to be converted to tar files using podman save and stored elsewhere if you wish to preserve your image.",4.077620529911697
"What is the advantage of using a block volume instead of the default NFS volume for persistent storage?
",a desired size for a PersistentVolume. The cluster administrator or some automated mechanism will provision the storage on the backend and make it available to the cluster via the PersistentVolumeClaim.,4.063026429482041
"Is it allowed to use OLCF resources for sexually oriented information?
","The requirements outlined in this document apply to all individuals who have an OLCF account. It is your responsibility to ensure that all individuals have the proper need-to-know before allowing them access to the information on OLCF computing resources. This document will outline the main security concerns.

OLCF computing resources are for business use only. Installation or use of software for personal use is not allowed. Incidents of abuse will result in account termination. Inappropriate uses include, but are not limited to:

Sexually oriented information",4.347209212749795
"Is it allowed to use OLCF resources for sexually oriented information?
","Computers, software, and communications systems provided by the OLCF are to be used for work associated with and within the scope of the approved project. The use of OLCF resources for personal or non-work-related activities is prohibited. All computers, networks, E-mail, and storage systems are property of the United States Government. Any misuse or unauthorized access is prohibited, and is subject to criminal and civil penalties. OLCF systems are provided to our users without any warranty. OLCF will not be held liable in the event of any system failure or data loss or corruption for any",4.293821615079802
"Is it allowed to use OLCF resources for sexually oriented information?
","The OLCF computer systems are operated as research systems and only contain data related to scientific research and do not contain personally identifiable information (data that falls under the Privacy Act of 1974 5U.S.C. 552a). Use of OLCF resources to store, manipulate, or remotely access any national security information is strictly prohibited. This includes, but is not limited to: classified information, unclassified controlled nuclear information (UCNI), naval nuclear propulsion information (NNPI), the design or development of nuclear, biological, or chemical weapons or any weapons of",4.288106739896643
"How can you ensure compliance with the OLCF Policy?
","This details an official policy of the OLCF, and must be agreed to by the following persons as a condition of access to and use of OLCF computational resources:  Principal Investigators (Non-Profit)  Principal Investigators (Industry)  Title: Project Reporting Policy Version: 12.10",4.335961680341906
"How can you ensure compliance with the OLCF Policy?
","This details an official policy of the OLCF, and must be agreed to by the following persons as a condition of access to or use of OLCF computational resources:  Principal Investigators (Non-Profit)  Principal Investigators (Industry)  All Users  Title:Security Policy Version: 12.10",4.321987165442805
"How can you ensure compliance with the OLCF Policy?
","The requirements outlined in this document apply to all individuals who have an OLCF account. It is your responsibility to ensure that all individuals have the proper need-to-know before allowing them access to the information on OLCF computing resources. This document will outline the main security concerns.

OLCF computing resources are for business use only. Installation or use of software for personal use is not allowed. Incidents of abuse will result in account termination. Inappropriate uses include, but are not limited to:

Sexually oriented information",4.318813247706544
"Can Valgrind help me optimize my Andes program's memory usage?
","The Valgrind tool suite provides a number of debugging and profiling tools. The most popular is Memcheck, a memory checking tool which can detect many common memory errors such as:

Touching memory you shouldn’t (eg. overrunning heap block boundaries, or reading/writing freed memory).

Using values before they have been initialized.

Incorrect freeing of memory, such as double-freeing heap blocks.

Memory leaks.

Valgrind is available on Andes via the valgrind module:

module load valgrind",4.404501025959419
"Can Valgrind help me optimize my Andes program's memory usage?
","The Valgrind tool suite provides a number of debugging and profiling tools. The most popular is Memcheck, a memory checking tool which can detect many common memory errors such as:

Touching memory you shouldn’t (eg. overrunning heap block boundaries, or reading/writing freed memory).

Using values before they have been initialized.

Incorrect freeing of memory, such as double-freeing heap blocks.

Memory leaks.

Valgrind is available on Andes via the valgrind module:

module load valgrind",4.404501025959419
"Can Valgrind help me optimize my Andes program's memory usage?
","Valgrind

Valgrind is an instrumentation framework for building dynamic analysis tools. There are Valgrind tools that can automatically detect many memory management and threading bugs, and profile your programs in detail. You can also use Valgrind to build new tools.

The Valgrind distribution currently includes five production-quality tools: a memory error detector, a thread error detector, a cache and branch-prediction profiler, a call-graph generating cache profiler, and a heap profiler. It also includes two experimental tools: a data race detector, and an instant memory leak detector.",4.2980634158596445
"What are the rendering options available in ParaView?
","We offer two rendering modes of the ParaView API on our systems: OSMesa and EGL.  OSMesa is intended for use on regular compute nodes, whereas EGL is intended for use on GPU enabled nodes. When running interactively, you do not need to download or install anything special to use the EGL or OSMesa versions, as you'll be able to choose between those options when connecting to the system (see https://docs.olcf.ornl.gov/systems/paraview.html#paraview-gui below). If instead you're running in batch mode on the command line (see https://docs.olcf.ornl.gov/systems/paraview.html#paraview-command-line",4.269191688759891
"What are the rendering options available in ParaView?
","ParaView is an open-source, multi-platform data analysis and visualization application. ParaView users can quickly build visualizations to analyze their data using qualitative and quantitative techniques. The data exploration can be done interactively in 3D or programmatically using ParaView’s batch processing capabilities. Further information regarding ParaView can be found at the links provided in the https://docs.olcf.ornl.gov/systems/paraview.html#paraview-resources section.",4.196621291736048
"What are the rendering options available in ParaView?
","below), you can choose between the rendering options by loading its corresponding module on the system you're connected to. For example, to see these modules on Summit:",4.134438192000646
"What is the emphasis of the ALCC program?
","ALCC – The ASCR Leadership Computing Challenge (ALCC) is open to scientists from the research community in national laboratories, academia and industry. The ALCC program allocates computational resources at the OLCF for special situations of interest to the Department with an emphasis on high-risk, high-payoff simulations in areas directly related to the Department’s energy mission in areas such as advancing the clean energy agenda and understanding the Earth’s climate, for national emergencies, or for broadening the community of researchers capable of using leadership computing resources.",4.327845407909418
"What is the emphasis of the ALCC program?
","OLCF training events can go through a streamlined version of the approval process before gaining access to the system. The remainder of this section of the user guide describes ""Ascent-specific"" information intended for participants of OLCF training events.",4.096547762524531
"What is the emphasis of the ALCC program?
","SummitPLUS is one of the new allocation programs that will be used to allocate a significant portion of the system for 2024. The program is open to researchers from academia, government laboratories, federal agencies, and industry. We welcome proposals for computationally ready projects from investigators who are new to Summit, as well as from previous INCITE, ALCC, DD, ECP awardees and projects. We encourage proposals on emerging paradigms for computational campaigns including data-intensive science and AI/ML.",4.08780380945901
"Can I use the Globus data transfer service to move data between Frontier and HPSS?
",Please note that the HPSS is not mounted directly onto Frontier nodes. There are two main methods for accessing and moving data to/from the HPSS. The first is to use the command line utilities hsi and htar. The second is to use the Globus data transfer service. See https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#data-hpss for more information on both of these methods.,4.572543156288137
"Can I use the Globus data transfer service to move data between Frontier and HPSS?
","Due to available bandwidth, transferring data through the HPSS will be a slower route than using Globus to transfer directly between Alpine and Orion.

Transferring data through the HPSS is a multi-step process and will be slower than direct transfers using Globus.

Globus is the suggested tool to migrate data off of Alpine.  Please do not use HPSS as a data migration method.



On January 01, data remaining on the GPFS filesystem, Alpine, will no longer be accessible and will be permanently deleted . Following this date, the OLCF will no longer be able to retrieve data remaining on Alpine.",4.442701399156875
"Can I use the Globus data transfer service to move data between Frontier and HPSS?
",Data will not be automatically transferred from Alpine to Orion. Users should consider the data needed from Alpine and transfer it. Globus is the preferred method and there is access to both Orion and Alpine through the Globus OLCF DTN endpoint. See https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#data-transferring-data-globus. Use of HPSS to specifically stage data for the Alpine to Orion transfer is discouraged.,4.436755131873338
"Can I run a job on a specific set of nodes on Frontier?
","Unlike Summit and Titan, there are no launch/batch nodes on Frontier. This means your batch script runs on a node allocated to you rather than a shared node. You still must use the job launcher (srun) to run parallel jobs across all of your nodes, but serial tasks need not be launched with srun.



To easily visualize job examples (see https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#frontier-mapping further below), the compute node diagram has been simplified to the picture shown below.

Simplified Frontier node architecture diagram",4.333930807053015
"Can I run a job on a specific set of nodes on Frontier?
","The most common use case for running on Frontier is to run with 8 MPI ranks per node, where each rank has access to 7 physical CPU cores and 1 GPU (recall it is 7 CPU cores here instead of 8 due to core specialization: see https://docs.olcf.ornl.gov/systems/frontier_user_guide.html#low-noise mode diagram <frontier-lownoise>). The MPI rank can use the 7 CPU cores to e.g., spawn OpenMP threads on (if OpenMP CPU threading is available in the application). Here is an example of such a job step on a single node:",4.286855862762005
"Can I run a job on a specific set of nodes on Frontier?
","Recall from the System Overview that Frontier contains two node types: Login and Compute. When you connect to the system, you are placed on a login node. Login nodes are used for tasks such as code editing, compiling, etc. They are shared among all users of the system, so it is not appropriate to run tasks that are long/computationally intensive on login nodes. Users should also limit the number of simultaneous tasks on login nodes (e.g. concurrent tar commands, parallel make",4.252947744995132
"Is there a way to view the allocation and usage of projects on the OLCF?
","Each user may view usage for projects on which they are members from the command line tool showusage and the myOLCF site.

On the Command Line via showusage

The showusage utility can be used to view your usage from January 01 through midnight of the previous day. For example:

$ showusage
  Usage:
                           Project Totals
  Project             Allocation      Usage      Remaining     Usage
  _________________|______________|___________|____________|______________
  abc123           |  20000       |   126.3   |  19873.7   |   1560.80",4.42034477127671
"Is there a way to view the allocation and usage of projects on the OLCF?
","Each user may view usage for projects on which they are members from the command line tool showusage and the myOLCF site.

The showusage utility can be used to view your usage from January 01 through midnight of the previous day. For example:

$ showusage
  Usage:
                           Project Totals
  Project             Allocation      Usage      Remaining     Usage
  _________________|______________|___________|____________|______________
  abc123           |  20000       |   126.3   |  19873.7   |   1560.80

The -h option will list more usage details.",4.398018676539779
"Is there a way to view the allocation and usage of projects on the OLCF?
","Each user may view usage for projects on which they are members from the command line tool showusage and the myOLCF site.

The showusage utility can be used to view your usage from January 01 through midnight of the previous day. For example:

$ showusage
  Usage:
                           Project Totals
  Project             Allocation      Usage      Remaining     Usage
  _________________|______________|___________|____________|______________
  abc123           |  20000       |   126.3   |  19873.7   |   1560.80

The -h option will list more usage details.",4.398018676539779
"How can I view the YAML configuration for a route in Slate?
","While some strategies leverage features of Deployments, others leverage features of routes. If you haven't read the docs on https://docs.olcf.ornl.gov/systems/deployment.html#slate_services or https://docs.olcf.ornl.gov/systems/deployment.html#slate_routes, read those first before trying these more advanced strategies.

Since routes are intended for HTTP and HTTPS traffic, these strategies are best used for web applications.",4.114980836166529
"How can I view the YAML configuration for a route in Slate?
","Once your project has been approved, you only need to give your route a label to tell the OpenShift router to expose this service externally. You can do this in the CLI or in the web interface.

<string>:249: (INFO/1) Duplicate implicit target name: ""cli"".

On the CLI, run oc label route {ROUTE_NAME} ccs.ornl.gov/externalRoute=true.

In the web interface, from the side menu, select Networking, then Routes.

Routes Menu

This will show a list of your routes. Click the route you want to expose, and click the YAML tab.",4.114668240077645
"How can I view the YAML configuration for a route in Slate?
","In OpenShift, a Route exposes https://docs.olcf.ornl.gov/systems/route.html#slate_services with a host name, such as https://my-project.apps.<cluster>.ccs.ornl.gov.

A Service can be exposed with routes over HTTP (insecure), HTTPS (secure), and TLS with SNI (also secure).

Routes are best used when you have created a service which communicates over HTTP or HTTPS, and you want this service to be accessible from outside the cluster with a FQDN.

If your application doesn't communicate over HTTP or HTTPS, you should use https://docs.olcf.ornl.gov/systems/route.html#slate_nodeports instead.",4.08421443352813
"How does Lmod handle dependencies between modules?
","Lmod is a recursive environment module system, meaning it is aware of module compatibility and actively alters the environment to protect against conflicts. Messages to stderr are issued upon Lmod implicitly altering the environment. Environment modules are structured hierarchically by compiler family such that packages built with a given compiler will only be accessible if the compiler family is first present in the environment.

Lmod can interpret both Lua modulefiles and legacy Tcl modulefiles. However, long and logic-heavy Tcl modulefiles may require porting to Lua.",4.340149523636558
"How does Lmod handle dependencies between modules?
","Modules are changed recursively. Some commands, such as module swap, are available to maintain compatibility with scripts using Tcl Environment Modules, but are not necessary since Lmod recursively processes loaded modules and automatically resolves conflicts.",4.336862798680711
"How does Lmod handle dependencies between modules?
","Modules are changed recursively. Some commands, such as module swap, are available to maintain compatibility with scripts using Tcl Environment Modules, but are not necessary since Lmod recursively processes loaded modules and automatically resolves conflicts.",4.336862798680711
"Can I import parallel Python libraries like mpi4py and h5py directly on the nodes on Summit?
","Both HDF5 and h5py can be compiled with MPI support, which allows you to optimize your HDF5 I/O in parallel. MPI support in Python is accomplished through the mpi4py package, which provides complete Python bindings for MPI. Building h5py against mpi4py allows you to write to an HDF5 file using multiple parallel processes, which can be helpful for users handling large datasets in Python. h5Py is available after loading the default Python module on either Summit or Andes, but it has not been built with parallel support.",4.292407605223617
"Can I import parallel Python libraries like mpi4py and h5py directly on the nodes on Summit?
","Summit

.. code-block:: bash

   $ HDF5_MPI=""ON"" CC=mpicc pip install --no-cache-dir --no-binary=h5py h5py

Andes

.. code-block:: bash

   $ HDF5_MPI=""ON"" CC=mpicc pip install --no-cache-dir --no-binary=h5py h5py

Frontier

.. code-block:: bash

   $ HDF5_MPI=""ON"" CC=cc HDF5_DIR=${OLCF_HDF5_ROOT} pip install --no-cache-dir --no-binary=h5py h5py",4.279757440516718
"Can I import parallel Python libraries like mpi4py and h5py directly on the nodes on Summit?
","Large workloads.

Long runtimes on Summit's high memory nodes.

Your Python script has support for multi-gpu/multi-node execution via dask-cuda.

Your Python script is single GPU but requires simultaneous job steps.

RAPIDS is provided in Jupyter following  these instructions.

Note that Python scripts prepared on Jupyter can be deployed on Summit if they use the same RAPIDS version. Use !jupyter nbconvert --to script my_notebook.ipynb to convert notebook files to Python scripts.

RAPIDS is provided on Summit through the module load command:",4.267759340537503
"How can I specify the base image and installed packages in my Dockerfile?
","Here you will have the option to select from a number of container images. Select the one that matches the source code in the git repository that you will be using. In this example we'll be using Python.

Using the drop down menu select the version of the language that your source is written in and click Select.

Then input the repo that contains the repository you wish to use.",4.1587153935426455
"How can I specify the base image and installed packages in my Dockerfile?
","# using the base image
        image: ""image-registry.openshift-image-registry.svc:5000/openshift/ccs-rhel7-base-amd64""
        # Generic command that will not return
        command: [""cat""]
        # Need a tty if we are to SSH. Need stdin for tty
        tty: true
        stdin: true",4.095419011178484
"How can I specify the base image and installed packages in my Dockerfile?
","# using the base image
        image: ""image-registry.openshift-image-registry.svc:5000/openshift/ccs-rhel7-base-amd64""
        # Generic command that will not return
        command: [""cat""]
        # Need a tty if we are to SSH. Need stdin for tty
        tty: true
        stdin: true",4.095419011178484
"Can I use my non-SPI account to access SPI resources?
","Similar to the non-SPI resources, SPI resources require two-factor authentication.  If you are new to the center, you will receive a SecurID fob during the account approval/creation process.  If you are an existing user of non-SPI resources, you can use the same SecurID fob and PIN used on your non-SPI account.

Also similar to non-SPI resources, you will connect directly to the SPI resources through ssh.

ORNL's KDI users are an exception and cannot, by policy, log directly into SPI resources.  KDI users, please follow the KDI documented procedures:",4.346821151269187
"Can I use my non-SPI account to access SPI resources?
","Once a project has been approved and created, the next step will be to request user accounts.  A user account will allow an individual to access the project's allocated resources.    This process to request an account is very similar to the process used for non-SPI projects.  One notable difference between SPI and non-SPI accounts: SPI usernames are unique to a project.  SPI usernames use the format: <userid>_<proj>_mde.  If you have access to three SPI projects, you will have three userIDs with three separate home areas.",4.3053645484460965
"Can I use my non-SPI account to access SPI resources?
","For users with accounts on non-SPI resources, you will use the same SecurID fob and PIN, but you must specify your unique SPI userID when you connect.  The ID will be used to place you in the proper UNIX groups allowing access to the project specific data, directories, and allocation.",4.273509538385147
"What kind of data can I find in the VisIt Data Archive?
","For sample data and additional examples, explore the VisIt Data Archive and various VisIt Tutorials. Supplementary test data can be found in your local installation in the data directory:

Linux: /path/to/visit/data

macOS: /path/to/VisIt.app/Contents/Resources/data

Windows: C:\path\to\LLNL\VisIt x.y.z\data

Additionally, check out our beginner friendly OLCF VisIt Tutorial which uses Andes to visualize example datasets.",4.404663025883609
"What kind of data can I find in the VisIt Data Archive?
","Past VisIt Tutorials are available on the Visit User's Wiki along with a set of Updated Tutorials available in the VisIt User Manual.

Sample data not pre-packaged with VisIt can be found in the VisIt Data Archive.

Older VisIt Versions with their release notes can be found on the old VisIt website, and Newer Versions can be found on the new VisIt website with release notes found on the VisIt Blog or VisIt Github Releases page.

Non-ORNL related bugs and issues in VisIt can be found and reported on Github.",4.320158768391838
"What kind of data can I find in the VisIt Data Archive?
","VisIt is now available on Frontier through the UMS022 module.

VisIt 3.3.3 is now available on Andes.

VisIt is an interactive, parallel analysis and visualization tool for scientific data. VisIt contains a rich set of visualization features so you can view your data in a variety of ways. It can be used to visualize scalar and vector fields defined on two- and three-dimensional (2D and 3D) structured and unstructured meshes. Further information regarding VisIt can be found at the links provided in the https://docs.olcf.ornl.gov/systems/visit.html#visit-resources section.",4.212383759286857
"How do I set up a Spack environment for application development using the OLCF provided files as a template?
","This not intended as a guide for a new Spack user.  Please see the Spack 101 tutorial if you need assistance starting out with Spack.

The provided Spack environment files are intended to assist OLCF users in setup their development environment at the OLCF.  The base environment file includes the compilers and packages that are installed at the system level.",4.562204724861847
"How do I set up a Spack environment for application development using the OLCF provided files as a template?
","This guide meant as an example for a user to setup a Spack environment for application development using the OLCF provided files as a template.

The OLCF uses an internal mirror of the Spack repo that is customized for use on OLCF systems.  This results in the hash values generated by another version of Spack to not match.  It is recommended to use the existing module as external packages instead of chaining at this time.

The provided spack.yaml files are templates for a user to use as an example.",4.517645604565708
"How do I set up a Spack environment for application development using the OLCF provided files as a template?
","Traditionally, the user environment is modified by module files.  For example, a user would add use  module load cmake/3.18.2 to load CMake version 3.18.2 into their environment.  Using a Spack environment, a user can add an OLCF provided package and build against it using Spack without having to load the module file separately.

The information presented here is a subset of what can be found at the Spack documentation site.",4.424157628860609
"What is the maximum number of CPUs that can access a single GPU in Summit?
","Each Summit Compute node has 6 NVIDIA V100 GPUs.  The NVIDIA Tesla V100 accelerator has a peak performance of 7.8 TFLOP/s (double-precision) and contributes to a majority of the computational work performed on Summit. Each V100 contains 80 streaming multiprocessors (SMs), 16 GB (32 GB on high-memory nodes) of high-bandwidth memory (HBM2), and a 6 MB L2 cache that is available to the SMs. The GigaThread Engine is responsible for distributing work among the SMs and (8) 512-bit memory controllers control access to the 16 GB (32 GB on high-memory nodes) of HBM2 memory. The V100 uses NVIDIA's",4.373938927425795
"What is the maximum number of CPUs that can access a single GPU in Summit?
","Summit node architecture diagram

The basic building block of Summit is the IBM Power System AC922 node. Each of the approximately 4,600 compute nodes on Summit contains two IBM POWER9 processors and six NVIDIA Tesla V100 accelerators and provides a theoretical double-precision capability of approximately 40 TF. Each POWER9 processor is connected via dual NVLINK bricks, each capable of a 25GB/s transfer rate in each direction.",4.289593562535529
"What is the maximum number of CPUs that can access a single GPU in Summit?
","Summit's V100 GPUs are configured to have a default compute mode of EXCLUSIVE_PROCESS. In this mode, the GPU is assigned to only a single process at a time, and can accept work from multiple process threads concurrently.

It may be desirable to change the GPU's compute mode to DEFAULT, which enables multiple processes and their threads to share and submit work to it simultaneously. To change the compute mode to DEFAULT, use the -alloc_flags gpudefault option.",4.289381291083554
"How can I use bpeek to interact with a batch job?
","If you want to check the STDOUT/STDERR of a currently running job, you can do so with the bpeek command. The command supports several options:

| Command | Description | | --- | --- | | bpeek -J jobname | Show STDOUT/STDERR for the job you've most recently submitted with the name jobname | | bpeek 12345 | Show STDOUT/STDERR for job 12345 | | bpeek -f ... | Used with other options. Makes bpeek use tail -f and exit once the job completes. |",4.337550185778567
"How can I use bpeek to interact with a batch job?
","Most users will find batch jobs an easy way to use the system, as they allow you to ""hand off"" a job to the scheduler, allowing them to focus on other tasks while their job waits in the queue and eventually runs. Occasionally, it is necessary to run interactively, especially when developing, testing, modifying or debugging a code.",4.252086273011651
"How can I use bpeek to interact with a batch job?
","Most users will find batch jobs to be the easiest way to interact with the system, since they permit you to hand off a job to the scheduler and then work on other tasks; however, it is sometimes preferable to run interactively on the system. This is especially true when developing, modifying, or debugging a code.",4.241285506819959
"What is a common issue that may arise when running containers as non-root on Slate?
","Running containers as non-root can be challenging when consuming container images from an upstream source such as the Docker Hub since many images are build with the intention of running as root. You may encounter this issue if your container enters a CrashLoopBackoff state, check the logs for the container and if there are Permission Denied issues then you may need to fix directory permissions in the image.",4.349883393943009
"What is a common issue that may arise when running containers as non-root on Slate?
","Users will be building and running containers on Summit without root permissions i.e. containers on Summit are rootless.  This means users can get the benefits of containers without needing additional privileges. This is necessary for a shared system like Summit. And this is part of the reason why Docker doesn't work on Summit. Podman and Singularity provides rootless support but to different extents hence why users need to use a combination of both.

Users will need to set up a file in their home directory /ccs/home/<username>/.config/containers/storage.conf with the following content:",4.188997306393657
"What is a common issue that may arise when running containers as non-root on Slate?
","Beyond the standard CPU/Memory/Disk allocation, Slate also has other resources that can be allocated such as GPUs. Check with OLCF support first to make sure that your project can schedule these resources.

GPUs can be scheduled and made available directly in a pod. Kubernetes handles configuring the drivers in the container image.

GPUs in Slate are still an experimental functionality, please reach out to OLCF support so we can better understand your use case",4.108285052620696
"How can I check the status of a job?
","The most straightforward monitoring is with the bjobs command. This command will show the current queue, including both pending and running jobs. Running bjobs -l will provide much more detail about a job (or group of jobs). For detailed output of a single job, specify the job id after the -l. For example, for detailed output of job 12345, you can run bjobs -l 12345 . Other options to bjobs are shown below. In general, if the command is specified with -u all it will show information for all users/all jobs. Without that option, it only shows your jobs. Note that this is not an exhaustive list.",4.275793422207766
"How can I check the status of a job?
","bjobs and jobstat help to identify what’s currently running and scheduled to run, but sometimes it’s beneficial to know how much of the system is not currently in use or scheduled for use.",4.199693236742985
"How can I check the status of a job?
","To view the status of multiple jobs launched sequentially or concurrently within a batch script, you can use jslist to see which are completed, running, or still queued. If you are using it outside of an interactive batch job, use the -c option to specify the CSM allocation ID number. The following example shows how to obtain the CSM allocation number for a non interactive job and then check its status.

$ bsub test.lsf
Job <26238> is submitted to default queue <batch>.

$ bjobs -l 26238 | grep CSM_ALLOCATION_ID
Sun Feb 16 19:01:18: CSM_ALLOCATION_ID=34435",4.174611712406701
"How much storage space is available for each user in the Member Archive area?
","Use of User Archive areas for data storage is deprecated as of January 14, 2020. The user archive area for any user account created after that date (or for any user archive directory that is empty of user files after that date) will contain only symlinks to the top-level directories for each of the user's projects on HPSS. Users with existing data in a User Archive directory are encouraged to move that data to an appropriate project-based directory as soon as possible.  The information below is simply for reference for those users with existing data in User Archive directories.",4.254876411821923
"How much storage space is available for each user in the Member Archive area?
",| 50 TB | No | 90 days | N/A 4 | Yes | | Member Archive | /hpss/prod/[projid]/users/$USER | HPSS | 700 | 100 TB | No | No | 90 days | No | | Project Archive | /hpss/prod/[projid]/proj-shared | HPSS | 770 | 100 TB | No | No | 90 days | No | | World Archive | /hpss/prod/[projid]/world-shared | HPSS | 775 | 100 TB | No | No | 90 days | No |,4.2311619373062
